ld,paper,chamber,title,committee,status,became_law,chapter,primary_sponsor,cosponsors,subjects,num_sponsors,num_actions,num_roll_calls,num_amendments,latest_action_date,latest_action,ps_url,lawmaker_url
1331,HP0866,House,"RESOLUTION, Proposing an Amendment to the Constitution of Maine Regarding When the Governor May Call the Legislature into Session",State and Local Government,"Accepted Majority (ONTP) Report, May 28, 2025",False,,Rep. Joshua MORRIS (Turner),Rep. Gary DRINKWATER (Milford); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Paul FLYNN (Albion); Rep. Randall GREENWOOD (Wales); Rep. Laurel LIBBY (Auburn); Rep. Katrina SMITH (Palermo); Sen. Jeffrey TIMBERLAKE (Androscoggin); Rep. William TUELL (East Machias),LEGISLATURE,9,4,2,1,2025-05-28,Reports Read On motion by Senator BALDACCI of Penobscot the Majority Ought Not to Pass Report ACCEPTED in concurrence. PREVAILED Roll Call Ordered Roll Call Number 243 Yeas 23 - Nays 11 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0866,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0866&SessionID=16
1332,HP0867,House,An Act to Establish the Community Schools Success Fund to Ensure the Implementation and Success of Community Schools Programs,Education and Cultural Affairs,Enacted (ch. 410),True,410,Rep. Kelly MURPHY (Scarborough),Rep. Kristen CLOUTIER (Lewiston); Rep. Lydia CRAFTS (Newcastle); Rep. Deqa DHALAC (South Portland); Rep. Janice DODGE (Belfast); Rep. Amy KUHN (Falmouth); Rep. Adam LEE (Auburn); Sen. Teresa PIERCE (Cumberland); Sen. Joseph RAFFERTY (York); Sen. Margaret ROTUNDO (Androscoggin),EDUCATIONAL OPTIONS,10,6,0,1,2025-06-10,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0867,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0867&SessionID=16
1333,HP0868,House,An Act to Make Changes to the Paid Family and Medical Leave Benefits Program,Labor,"Accepted Majority (ONTP) Report, Jun 3, 2025",False,,Rep. Jennifer POIRIER (Skowhegan),Rep. Donald ARDELL (Monticello); Rep. John DUCHARME (Madison); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Robert FOLEY (Wells); Rep. Kenneth FREDETTE (Newport); Sen. David HAGGAN (Penobscot); Rep. Kimberly HAGGAN (Hampden); Rep. Joshua MORRIS (Turner); Rep. Shelley RUDNICKI (Fairfield),COMPENSATION,10,4,2,1,2025-06-03,Reports Read On motion by Senator TIPPING of Penobscot the Majority Ought Not to Pass Report ACCEPTED in concurrence. PREVAILED Roll Call Ordered Roll Call Number 325 Yeas 19 - Nays 14 - Excused 2 - Absent 0 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0868,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0868&SessionID=16
1334,HP0869,House,An Act to Require Retailers to Place Any Liquor That Is Accessible to Customers at Least 48 Inches from the Payment Terminal,Veterans and Legal Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 29, 2025",False,,Rep. Steven BISHOP (Bucksport),Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Mathew MCINTYRE (Lowell); Rep. Abden SIMMONS (Waldoboro); Rep. Russell WHITE (Ellsworth),ALCOHOLIC BEVERAGES,5,3,0,0,2025-04-29,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0869,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0869&SessionID=16
1335,HP0870,House,An Act to Prohibit Life Sentences,Judiciary,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 17, 2025",False,,Rep. Nina MILLIKEN (Blue Hill),Rep. Kristi MATHIESON (Kittery); Rep. Sophia WARREN (Scarborough),CRIMINAL PROCEDURE,3,3,1,0,2025-04-17,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0870,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0870&SessionID=16
1336,HP0871,House,An Act to Establish the Maine-Aomori Sister-state Advisory Council,Housing and Economic Development,Enacted (ch. 500),True,500,Rep. Eleanor SATO (Gorham),Rep. Amanda COLLAMORE (Pittsfield); President Matthea DAUGHTRY (Cumberland); Sen. Jill DUSON (Cumberland); Rep. Holly EATON (Deer Isle); Speaker Ryan FECTEAU (Biddeford); Rep. Allison HEPLER (Woolwich); Sen. Marianne MOORE (Washington); Rep. David SINCLAIR (Bath); Sen. Denise TEPLER (Sagadahoc),STATE GOVERNMENT,10,11,0,2,2025-07-08,HELD BY THE GOVERNOR.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0871,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0871&SessionID=16
1337,HP0872,House,An Act to Amend the Maine Human Rights Act Regarding Female Athletes and Safety in Women's Single-sex Shelters,Judiciary,"Accepted Report B (ONTP), Jun 16, 2025",False,,Rep. Elizabeth CARUSO (Caratunk),Sen. Russell BLACK (Franklin); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Kimberly HAGGAN (Hampden); Rep. Kathy JAVNER (Chester); Sen. James LIBBY (Cumberland); Rep. Sheila LYMAN (Livermore Falls); Rep. Mathew MCINTYRE (Lowell); Sen. Marianne MOORE (Washington); Sen. Harold STEWART (Aroostook),HOUSING,10,5,2,1,2025-06-16,Reports Read On motion by Senator CARNEY of Cumberland Report B Ought Not to Pass Report ACCEPTED in concurrence. PREVAILED Roll Call Ordered Roll Call Number 558 Yeas 21 - Nays 13 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0872,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0872&SessionID=16
1338,HP0873,House,"Resolve, Directing State Agencies and Semiautonomous State Agencies to Provide a List of Surplus Properties and Properties Eligible for Redevelopment to the Maine Redevelopment Land Bank Authority",Housing and Economic Development,"Leave to Withdraw, Apr 30, 2025",False,,Rep. Melanie SACHS (Freeport),Sen. Donna BAILEY (York); Sen. Glenn CURRY (Waldo); Speaker Ryan FECTEAU (Biddeford); Rep. Traci GERE (Kennebunkport); Rep. Cheryl GOLEK (Harpswell); Rep. Cassie JULIA (Waterville); Rep. Marc MALON (Biddeford); Rep. Tiffany ROBERTS (South Berwick); Rep. Yusuf YUSUF (Portland),STATE GOVERNMENT,10,3,0,0,2025-04-30,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0873,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0873&SessionID=16
1339,SP0553,Senate,An Act to Regulate Virtual Currency Kiosks,"Health Coverage, Insurance and Financial Services",Enacted (ch. 285),True,285,Sen. Glenn CURRY (Waldo),,FINANCIAL PRACTICES,1,5,0,1,2025-06-10,"PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0553,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0553&SessionID=16
1340,SP0555,Senate,An Act to Establish the Municipal Stream Crossing Fund,Transportation,Enacted (ch. 162),True,162,President Matthea DAUGHTRY (Cumberland),Rep. Lydia CRAFTS (Newcastle); Sen. Bradlee FARRIN (Somerset); Sen. Timothy NANGLE (Cumberland); Sen. Denise TEPLER (Sagadahoc),TRANSPORTATION DEPARTMENT,5,5,0,1,2025-05-27,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0555,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0555&SessionID=16
1341,SP0556,Senate,"Resolve, Directing the Department of Marine Resources to Evaluate How to Effectively Allow 2 Licensed Individuals to Fish for Lobsters or Scallops from a Single Vessel",Marine Resources,Enacted (ch. 49),True,49,Sen. Nicole GROHOSKI (Hancock),Sen. Glenn CURRY (Waldo); Rep. Holly EATON (Deer Isle); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Cheryl GOLEK (Harpswell); Rep. Allison HEPLER (Woolwich); Sen. Marianne MOORE (Washington); Sen. Cameron RENY (Lincoln); Sen. Denise TEPLER (Sagadahoc); Rep. William TUELL (East Machias),LOBSTERS,10,5,0,1,2025-05-27,FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0556,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0556&SessionID=16
1342,SP0557,Senate,An Act Regarding Vehicle Inspection and Registration,Transportation,"Leave to Withdraw, Jun 2, 2025",False,,Sen. Nicole GROHOSKI (Hancock),,MOTOR VEHICLES,1,2,0,0,2025-06-03,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0557,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0557&SessionID=16
1343,SP0559,Senate,An Act to Protect the Right to Harvest Fish and Wildlife,Inland Fisheries and Wildlife,Enacted (ch. 642),True,642,Sen. Craig HICKMAN (Kennebec),Sen. Joseph BALDACCI (Penobscot); Rep. James DILL (Old Town); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Ann FREDERICKS (Sanford); Sen. Matthew HARRINGTON (York); Rep. Tavis HASENFUS (Readfield); Rep. Tiffany ROBERTS (South Berwick); Sen. Harold STEWART (Aroostook); Rep. Stephen WOOD (Greene),HUNTING,10,28,6,3,2026-03-30,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0559,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0559&SessionID=16
1344,SP0560,Senate,An Act to Improve the Response Time to Tenant Mold Complaints,Judiciary,"Ought Not to Pass Pursuant To Joint Rule 310, Jun 3, 2025",False,,Sen. James LIBBY (Cumberland),Rep. David WOODSOME (Waterboro),REAL ESTATE,2,2,0,0,2025-06-03,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0560,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0560&SessionID=16
1345,SP0561,Senate,"Resolve, Directing the Department of Health and Human Services to Timely Provide Interim Settlement Payments to Long-term Care Facilities",Health and Human Services,"Ought Not to Pass Pursuant To Joint Rule 310, May 6, 2025",False,,Sen. Harold STEWART (Aroostook),Sen. Nicole GROHOSKI (Hancock); Rep. Kathy JAVNER (Chester); Sen. Marianne MOORE (Washington),ELDERLY,4,2,0,0,2025-05-06,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0561,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0561&SessionID=16
1346,SP0563,Senate,An Act Regarding the Supply of Water to the Town of New Sharon,"Energy, Utilities and Technology","Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Sen. Russell BLACK (Franklin),Rep. Sharon FROST (Belgrade); Rep. Randall HALL (Wilton); Sen. Joseph MARTIN (Oxford); Rep. Robert NUTTING (Oakland),WATER DISTRICTS,5,2,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0563,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0563&SessionID=16
1347,SP0564,Senate,"Resolve, Establishing the Commission to Study the Maine Tort Claims Act",Judiciary,"Died On Adjournment, Apr 29, 2026",False,,Sen. Mark LAWRENCE (York),Sen. Anne CARNEY (Cumberland); Rep. Lori GRAMLICH (Old Orchard Beach); Rep. Amy KUHN (Falmouth); Rep. Adam LEE (Auburn),TORTS,5,7,0,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0564,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0564&SessionID=16
1348,SP0565,Senate,An Act to Increase the Limit on Damages Under the Maine Tort Claims Act for Negligence Involving School Field Trips,Judiciary,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 29, 2025",False,,Sen. Mark LAWRENCE (York),Rep. Lori GRAMLICH (Old Orchard Beach); Rep. Adam LEE (Auburn),TORTS,3,2,0,0,2025-04-29,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0565,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0565&SessionID=16
1349,SP0566,Senate,An Act to Require Legislative Approval for a Contract to Operate the Juniper Ridge Landfill,Environment and Natural Resources,"Accepted Majority (ONTP) Report, Jun 3, 2025",False,,Sen. Michael TIPPING (Penobscot),Sen. Richard BENNETT (Oxford); Rep. David BOYER (Poland); Rep. James DILL (Old Town); Sen. Timothy NANGLE (Cumberland); Rep. Amy ROEDER (Bangor),SOLID WASTES,6,3,1,1,2025-06-03,"Reports READ . On motion of Representative DOUDERA of Camden, the Majority Ought Not to Pass Report was ACCEPTED . In concurrence. ORDERED SENT FORTHWITH. Placed in the Legislative Files. ( DEAD )",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0566,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0566&SessionID=16
1350,SP0567,Senate,An Act to Ban Corporate Contributions to Candidates,Veterans and Legal Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 23, 2025",False,,Sen. Michael TIPPING (Penobscot),Rep. Matthew BECK (South Portland); Sen. Jill DUSON (Cumberland); Rep. Valli GEIGER (Rockland); Rep. Rafael MACIAS (Topsham); Sen. Timothy NANGLE (Cumberland); Sen. Cameron RENY (Lincoln); Rep. Amy ROEDER (Bangor); Rep. Charles SKOLD (Portland); Sen. Denise TEPLER (Sagadahoc),ELECTIONS,10,2,0,0,2025-04-23,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0567,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0567&SessionID=16
1351,HP0874,House,An Act to Require Antisemitism to Be Considered as Motivation When Determining a Violation of a Criminal or Civil Law,Judiciary,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Rep. Abigail GRIFFIN (Levant),,HUMAN RIGHTS,1,2,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0874,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0874&SessionID=16
1352,HP0875,House,"An Act to Amend Provisions Regarding the Scallop Fishery License Apprentice Program, Licensing and Limited Access Areas",Marine Resources,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 30, 2025",False,,Rep. Billy Bob FAULKINGHAM (Winter Harbor),Rep. Wayne FARRIN (Jefferson); Rep. Allison HEPLER (Woolwich); Sen. Marianne MOORE (Washington); Rep. Morgan RIELLY (Westbrook); Rep. Abden SIMMONS (Waldoboro); Rep. James THORNE (Carmel),SHELLFISH,7,2,0,0,2025-04-30,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0875,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0875&SessionID=16
1353,HP0876,House,An Act Regarding Required Landings in the Menhaden Fishery,Marine Resources,Enacted (ch. 761),True,761,Rep. Billy Bob FAULKINGHAM (Winter Harbor),Rep. Wayne FARRIN (Jefferson); Rep. Cheryl GOLEK (Harpswell); Sen. Marianne MOORE (Washington); Rep. Morgan RIELLY (Westbrook); Rep. James THORNE (Carmel),FISH,6,17,3,4,2026-04-14,"Speaker laid before the House Subsequently, on motion of Representative FAULKINGHAM of Winter Harbor, the House RECEDED . On motion of Representative FAULKINGHAM of Winter Harbor, House Amendment ""C"" (H-1067) to Committee Amendment ""A"" (H-873) was READ and ADOPTED . Committee Amendment ""A"" (H-873) as Amended by House Amendment ""C"" (H-1067) thereto was ADOPTED . The Bill was PASSED TO BE ENGROSSED as Amended by Committee Amendment ""A"" (H-873) as Amended by House Amendment ""C"" (H-1067) thereto. In NON-CONCURRENCE and sent for concurrence. ORDERED SENT FORTHWITH.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0876,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0876&SessionID=16
1354,HP0877,House,An Act Regarding Liquor Licensing in Outdoor Stadiums and Exclusivity in Licensee Agreements,Veterans and Legal Affairs,"Leave to Withdraw, May 13, 2025",False,,Rep. Laura SUPICA (Bangor),,ALCOHOLIC BEVERAGES,1,2,0,0,2025-05-13,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0877,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0877&SessionID=16
1355,HP0878,House,"Resolve, to Require the Governor's Energy Office to Study Taxation of Renewable Energy Infrastructure",Taxation,Enacted (ch. 116),True,116,Rep. Tavis HASENFUS (Readfield),,REVENUE SERVICES BUREAU,1,9,0,2,2025-06-25,"On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table On motion by Same Senator the Senate SUSPENDED THE RULES to RECONSIDER their actions whereby the Resolve was PASSED TO BE ENGROSSED AS AMENDED by Committee Amendment ""A"" (H-624) On further motion by Same Senator the Senate SUSPENDED THE RULES to RECONSIDER their actions whereby Committee Amendment ""A"" (H-624) was ADOPTED. On further motion by Same Senator Senate Amendment ""A"" (S-473) to Committee Amendment ""A"" (H-624) READ and ADOPTED. Committee Amendment ""A"" (H-624) as Amended by Senate Amendment ""A"" (S-473) thereto ADOPTED. PASSED TO BE ENGROSSED AS AMENDED BY Committee Amendment ""A"" (H-624) as Amended by Senate Amendment ""A"" (S-473) thereto in NON-CONCURRENCE. Sent down for concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0878,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0878&SessionID=16
1356,HP0879,House,An Act to Change the State's Method of Allocating Electoral Votes from a Congressional District Method to a Winner-take-all Method Contingent on the State of Nebraska Changing its Method of Allocating Electoral Votes,Veterans and Legal Affairs,"Died On Adjournment, Apr 29, 2026",False,,Rep. Adam LEE (Auburn),Rep. Mana ABDI (Lewiston); Sen. Anne BEEBE-CENTER (Knox); Rep. Kristen CLOUTIER (Lewiston); Rep. James DILL (Old Town); Rep. Michel LAJOIE (Lewiston); Rep. Dani O'HALLORAN (Brewer); Rep. Ambureen RANA (Bangor); Rep. Amy ROEDER (Bangor); Sen. Margaret ROTUNDO (Androscoggin),ELECTIONS,10,45,0,1,2026-04-29,The Bill was in the possession of the House when the Legislature adjourned Sine Die and was placed in the Legislative Files. ( DEAD ),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0879,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0879&SessionID=16
1357,HP0880,House,An Act to Create Alternative Pathways for Certification or Endorsement of Industrial Arts Teachers,Education and Cultural Affairs,"Accepted Majority (ONTP) Report, Jun 2, 2025",False,,Rep. Billy Bob FAULKINGHAM (Winter Harbor),Rep. Donald ARDELL (Monticello); Rep. Elizabeth CARUSO (Caratunk); Rep. Marygrace CIMINO (Bridgton); Rep. Paul FLYNN (Albion); Sen. David HAGGAN (Penobscot); Sen. Marianne MOORE (Washington); Rep. Rolf OLSEN (Raymond); Rep. Jennifer POIRIER (Skowhegan),TEACHERS,9,3,0,0,2025-06-02,Reports READ. On motion by Senator RAFFERTY of York The Majority Ought Not To Pass Report ACCEPTED in concurrence. Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0880,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0880&SessionID=16
